,actuals,Pred,mape
1562,1622837.3530338001,1534772.1219151006,5.426620908994158
2389,897223.4346811123,1100891.3025910468,22.69979361186897
2661,1698219.757464694,1674711.5005278569,1.384288272086362
763,662630.3439401882,664273.9453161173,0.24804197256584412
1218,887739.4321039205,952861.8294139099,7.335755848498356
766,1392793.8142437506,1348512.9911235012,3.179280570275416
1558,1168627.6508344968,1169545.9596113074,0.07858010001344604
1803,1209571.0724135821,1137548.2993715866,5.9544060439773085
1335,885611.5782624667,950581.0332204606,7.336111739354324
14,1402818.2101658515,1305983.9631656073,6.90283646865375
717,1503552.2062630926,1453034.418312712,3.359895834673853
1666,1444701.3279198643,1405747.968049644,2.696291552961111
3066,1307136.3345809835,1303389.234487879,0.28666482554060313
3099,1184614.087024015,1195904.382327808,0.9530779202665584
2723,1259357.0232683488,1351693.7035521609,7.332049496510145
1301,1414286.7224241218,1347722.2067394508,4.706578562130443
2637,814784.2457280058,925967.9327551774,13.645782624065038
3286,1214334.973151577,1172346.0149839963,3.4577739335470383
3209,987004.0836743772,948652.2511853315,3.8856812371303575
3733,1120419.041886019,1089418.6273816102,2.7668589470083753
3289,1715435.9911160585,1638367.930180082,4.492622361609433
767,943575.130695582,1094006.1554381945,15.942665278992482
243,1705762.7883189672,1741792.3762535192,2.1122273378972714
3235,1200060.6620374115,1124864.9861314013,6.2659895690894665
2246,972670.8133224328,1097459.5040231347,12.829488557845256
2813,1877073.574771984,1836638.1179826325,2.1541753787814844
276,768751.9005440959,778402.3557655062,1.2553406651196573
3078,1879416.2224523118,1823581.7309949659,2.970842264226685
2598,1290755.036070184,1221078.0572565282,5.398156649908841
2135,1357366.5283162282,1433701.8031331864,5.623777603507714
4472,974599.9587641744,951712.685962237,2.348376130752073
2166,1131040.702324247,1250835.58411946,10.591562403460726
3970,1271518.964260625,1058794.065210314,16.72998240918949
3499,881443.9247264569,940498.8040715037,6.699788572866236
878,1270905.0203813943,1300070.191776468,2.2948348560556693
819,1478028.1739926587,1447009.943887378,2.0986223842736242
4599,1520956.99733294,1365432.5865717907,10.225431161687526
1986,491085.8259962853,617746.2416511266,25.791910283274888
2309,980141.2191076672,1043713.858025061,6.486069321242409
2388,1101120.2587428256,1194921.211186722,8.518683740410973
4840,1366405.9719604012,1280492.3969889781,6.28755851002039
652,1371298.4246050415,1506411.9204060761,9.852960768911386
2071,1636080.390400312,1614483.1455321936,1.320060126314084
1836,1295728.0882968723,1126492.591784954,13.0610347989264
838,1161995.7281770946,1199894.7592041767,3.261546502114687
2202,1309860.0588041751,1239312.9877417935,5.385847945221486
1723,1272719.6318939514,1297779.5356831704,1.9690042615219974
3473,1846350.0200436213,1784508.7842035135,3.3493777002611207
1568,1658974.5669639187,1732477.7077698074,4.430636989234045
2211,1009809.9835965488,917583.4920262615,9.133054046644748
4150,983534.15000672,955373.8461849508,2.863174992101371
4448,2115010.703597609,2184461.080562873,3.283689148576391
1879,1327969.285872227,1313868.8502438283,1.0618043488210227
2557,1115721.6869790882,1115625.4763610302,0.008623173608687772
3054,1064371.764120051,1118214.8493688498,5.058672830663878
3291,1530848.0941090384,1408929.8267920683,7.964099624654601
4613,1079000.316267436,1171689.2412891756,8.590259300606752
2308,904785.1631560351,933606.1342066242,3.185393861903854
1754,1249417.896552621,1242537.8500277377,0.5506601549302752
4437,1137069.30717901,1333288.354930344,17.256560045415338
3925,1205377.9110484202,1294536.0691190362,7.396697521449309
1096,2026303.098042327,1768669.2738384493,12.714476153779048
4730,1096912.0357985822,1142734.147522307,4.17737341083736
1395,1505560.5399742462,1569647.368209404,4.2566756057683355
1600,1420648.2808698171,1469014.156045266,3.404493274425107
45,1499988.8795226102,1445211.9924077266,3.651819547643383
2807,868694.0736998019,917886.0026628803,5.662744854879471
3402,1572513.8381522943,1454644.4633073309,7.495601754669459
4953,1065907.0809130038,1240036.074123728,16.336226330495336
1418,817460.4216248231,919533.9335825541,12.486661036731887
1869,885661.5908366481,817964.9610173092,7.643622634169862
4398,578396.2214702787,539840.9543774994,6.6658919373249175
756,1347578.5303379195,1362240.0483334446,1.0879898770610883
4471,1825858.2550705376,1892916.104323157,3.672675524860441
2855,792449.5430652391,879851.3628316312,11.029323006272046
1988,1208875.0835810225,1173368.9138821359,2.9371247849453126
4086,1360910.728339274,1361866.772220587,0.07025030087606181
1150,1279353.9245121088,1274551.1466051643,0.3754065090921642
4050,1109260.8543058815,1073203.9455167488,3.250534682547261
4349,615506.8010811901,566498.7553674052,7.962226514426495
4907,1280276.4243760272,1211902.8883120515,5.340529182773877
3058,1126042.4049714077,1265590.356827862,12.392779458425258
4087,1644923.078262324,1715499.454054567,4.29055782151218
4506,1638094.5378479657,1556199.8873962974,4.999384868180854
2614,1041237.8173865615,1134366.8772372138,8.944071978138487
116,946943.0362171356,1087798.3343955195,14.87473826736981
3145,1071537.3763820732,1124945.4486362087,4.984247253648018
973,1137465.335917054,1285454.9984572846,13.010476703531152
2150,685922.3851784463,834749.9190967279,21.697430661861734
2511,873048.3196423554,820935.136293944,5.969106425834442
1281,2049146.62989614,1860882.725716428,9.187429607673032
2009,1723424.6715387627,1625586.3536740616,5.676970945144126
460,1281113.31524688,1378954.5537187923,7.637204087060597
4553,1460758.6262644362,1548135.4840939306,5.981608204015279
1911,1237115.7413000904,1303730.7692600768,5.384704578245874
1200,1463367.8208253654,1293288.6915580272,11.622445624874446
283,1912825.285217769,1752359.7095795376,8.38893007522968
105,954114.5439535476,899468.0512552522,5.7274562100120265
1035,1222701.0121116524,1352572.8268982777,10.621714834629246
271,1417870.982736731,1423847.332129687,0.4215016363069055
2838,1093253.4909345591,1210332.680732191,10.7092445410394
1990,554702.6801764854,651376.0676029772,17.427964724405854
4758,1102062.0975742438,1233966.0837600837,11.968834285851461
3015,1426695.6863993006,1346502.7445519795,5.6208862626978515
4250,1096173.1677853304,1016582.4592060922,7.260778763636454
630,693566.7572719983,619777.6362631568,10.639079834084873
744,1251566.478453565,1171278.7544814781,6.414978776939622
3069,1077805.577726322,900446.7307216842,16.455551044631264
1319,971099.4753986859,909722.5956815593,6.320349384590932
4465,1558639.8810308038,1573582.7004683632,0.9587089114951333
3411,1295945.6168409942,1332975.3884217376,2.857355362720188
447,968360.5234030995,1019658.4831632916,5.297403035381511
4305,1294069.5325034796,1367676.1977323284,5.687999244248561
201,1373290.8607785418,1314687.0185563895,4.267402041030753
1051,1183014.5086739515,1306249.0552179692,10.416993675094663
3,1260616.8066294468,1121487.6677920264,11.03659241299619
1646,1653381.3129239974,1540758.0507129673,6.811693184789683
3405,1210026.0312604236,1315828.2531246212,8.74379716889138
3554,589352.3954068222,756320.3264135481,28.330746138983642
29,1577017.7600015546,1373810.6243681256,12.885532477023515
4033,886321.0235719315,885741.819346658,0.06534925945221735
2696,1876497.2688775952,1823912.94720342,2.802259430179069
4505,1084427.0929103177,1089126.8749072226,0.43338847098442473
2302,1906024.636485015,1912491.3293085564,0.33927645528584915
3544,1333014.9075833731,1625264.8343052063,21.92398037405703
3342,1179992.288675164,1226100.4311293033,3.9074952350669245
2490,1305185.5448223471,1255136.1994332299,3.8346536695615665
3941,1092843.3004067922,1186624.670798175,8.581410560551026
1960,781482.5832219761,917535.2044573277,17.409552580739554
2550,943854.7278973316,957345.7342557237,1.4293519923819848
3609,990894.0536887128,1233728.8423778624,24.506634971233332
3373,1670950.312756865,1726444.7095045494,3.3211278829784785
1665,788427.8399198116,844042.7591385841,7.053900991678448
3412,704375.8684056341,753625.2904973533,6.991923531281115
907,1061222.5368688365,1018112.1933252495,4.062328309647961
848,893919.0388163759,1106244.0616078638,23.752153558852946
843,1419345.6073025845,1375969.2392777763,3.0560821692500504
1207,1458009.2105256943,1353044.388608506,7.199187848706569
548,1377447.3485206584,1377303.3221011357,0.010456038096656612
4158,1053966.4254339284,1277522.471118505,21.210926675632624
2226,701865.7729563166,573532.1305984664,18.284641779481326
1000,1000216.8576741072,945452.9838167941,5.475200046583933
981,1398979.2487082446,1325320.1100394037,5.265205951900613
7,1573936.5644777215,1570978.9970498718,0.1879089344894302
4335,1660975.1714736663,1706644.3469781391,2.749539926232236
2936,1390377.3749361932,1393804.7217116817,0.2465047862020733
3262,1842736.2471745287,1896694.9830859797,2.9281855172809506
4047,906543.7653908278,966405.4471808379,6.603286468381656
2539,1356062.1044986642,1432532.368205356,5.639141706932578
1917,1283401.789251874,1225639.988095292,4.500679494163152
2628,1484688.2340335343,1511810.1215885775,1.8267732533556684
3112,1547127.386458428,1433002.6448434945,7.376557522918632
1651,954154.2068994228,1151943.058548498,20.729233306197017
3754,1040762.8318839021,988339.6444174545,5.036996504915103
1429,1011140.7992689414,1188723.6939647635,17.56262775908313
3025,976481.7168382951,875968.0866592242,10.29344722444157
1174,1341870.353786446,1284990.686118816,4.2388348104665035
269,311111.2005867723,459002.5006665648,47.53647563985534
1208,2198564.5726747084,2046729.6163817905,6.9060949212057965
3240,1517868.594946868,1375375.8508661315,9.38768642787055
2239,1049798.7849306162,1044045.703547365,0.5480175311530157
808,1530480.687873164,1471100.7308866694,3.879823996277411
4301,1811265.5232156063,1854629.6500155684,2.394134169957373
1121,976483.5805106072,998545.7305677356,2.2593467516977612
4874,1343394.6343089922,1317195.3708177195,1.950228385775035
3497,1710570.1698086997,1692586.5086575532,1.0513255444620377
3495,1169653.821377547,1335342.268426605,14.165597035704144
721,1127174.7125458177,1030970.912713679,8.534950151148655
2093,1253359.9540054663,1332185.0916248267,6.289106123699925
388,1511537.7452908773,1656720.5910957335,9.60497653844016
3155,1139014.1936481423,1145781.096476419,0.5941017123415246
4916,1640359.1392295447,1515471.7254030039,7.613418966605008
4875,1213852.4729847636,1161580.6343347393,4.306276076654695
2289,609402.7752548894,616160.4656386683,1.1089037756600972
2996,1513650.3811892627,1464896.1998513388,3.220967136388405
2911,1086447.5106632377,996719.9342395049,8.25880454813296
4347,1624842.1237797844,1636959.556153697,0.7457606001575339
686,1588196.2329024884,1559202.3845259752,1.8255835000644645
3157,1243491.5716775164,1290909.1039647963,3.8132572320785276
3088,1958064.74206054,1839162.583106013,6.072432458459065
4905,1813996.9333129846,1730612.0763416914,4.596747405686276
651,1176111.78829563,1151746.5784782516,2.071674653706798
2411,692229.4654976523,911707.7582422481,31.706002660087595
4079,731715.2643402667,634305.4734972548,13.312526824329558
187,1211102.210889241,1226931.5553666675,1.3070196995019883
4848,866689.0911811923,836597.6498230365,3.4719995514360074
1233,1336377.8252537115,1314519.1781743853,1.6356637072435967
1500,1327811.34262042,1318720.1817692528,0.684672630768915
3457,994897.1126378578,944114.134991983,5.104344660447299
2755,1271396.518005975,1275939.1301781544,0.35729311098821503
3702,1232466.3997601648,1199827.1001486764,2.648291232754085
4236,899466.5749240116,1094244.8026985521,21.654860025342877
3386,1370505.8825642949,1304652.7602835959,4.805022956740909
61,1022781.1707429123,1125442.4290950447,10.037460728531292
1333,1566567.883138695,1639942.3874598984,4.6837743267271605
2494,1449033.4322542485,1427658.1372790034,1.4751416012528973
186,889113.2388612495,815397.2704448113,8.290953862170749
2082,874497.2654803138,820783.7680982524,6.142214447355594
498,2056692.7682508714,2014571.3783097789,2.048015658503774
624,957283.65635498,1027279.2002772158,7.311891669471906
919,1452153.8490584374,1268922.9254935728,12.61787266436471
3785,426100.4805486336,506991.26909649884,18.98397027004353
671,1279945.5101680192,1380989.823609434,7.8944230546307175
3019,1151341.8502043579,1089130.1108237277,5.403411625277749
4072,931733.3638805776,897743.3351667202,3.6480424584445794
1664,875904.5285939977,965555.6844585328,10.235265709659386
1732,850114.5962662725,773954.0820460767,8.958852671709787
4537,1115627.780349525,1229310.9045020388,10.190058562085746
2261,1589765.4967532044,1546800.6460448932,2.7025904635657763
4018,1473680.6037391997,1329597.471609985,9.777093609268498
4920,1073347.545209808,1033193.9220057619,3.7409712616613198
1160,1682708.6168664237,1494901.8734187605,11.160978292094386
777,1099725.2829094643,893079.5710575553,18.79066663859917
4525,923830.33486809,692396.7850319049,25.051520945047827
3161,1537897.1181187208,1572869.6399739878,2.2740482079872932
832,1524115.8909155119,1374474.0185121237,9.818273878996214
2559,971174.9867792164,1062546.3467744025,9.408331272843846
2990,1553395.5620625832,1639314.2093719384,5.53102180846154
4989,885204.9786583288,936150.9700326924,5.755276190558773
1874,836235.0305323859,774455.6268399409,7.387803839443725
679,1551094.8149781222,1591275.47340421,2.590470810558061
175,1495012.9648340766,1422445.915472799,4.853941140860369
4206,1740719.10656986,1839978.63043012,5.702213727972118
4313,867444.7048681058,1073550.9518970684,23.760159681913194
4418,1703880.2199140803,1640643.7750093685,3.711319854860487
914,1426434.644374741,1480496.0373225398,3.7899663444795206
3414,1240380.4614059895,1303268.9421512163,5.070096047300022
1661,151527.0826265551,369669.89560580626,143.96292015789243
465,2469065.5941747027,2341207.3573284866,5.178405836923634
4135,1059113.7212754686,1148343.7022265242,8.424966947231866
2117,1238486.1702122071,1112460.8299357481,10.175756767220527
4476,1192672.333818048,1067137.0927661657,10.525543143103855
2592,690958.5496887366,872618.5981713389,26.29101970942203
3901,1454035.0082315337,1336507.351766374,8.082862915941922
1974,1050223.6675805135,895493.8992723245,14.733030028227478
3371,1303106.7871561598,1303226.2930441527,0.009170843799664112
4371,1185935.6413659677,1119283.1621797103,5.620244207306784
376,1214320.5743640615,1155111.3204701655,4.875916223761903
1585,802274.128946526,879125.8735987428,9.579237554765921
1683,1420469.7265189185,1434895.438004444,1.015559234822822
1468,1820981.2191220296,1758109.520470447,3.452627517042474
2593,1153029.6157198593,1135521.3413361427,1.5184583418341562
1851,979568.628541252,1034640.2606776105,5.622028975996278
3220,1343484.7267360713,1310055.2367241606,2.488267216340147
3915,1397943.5134157222,1518136.2266968605,8.59782331172027
3493,1206250.647750387,1224640.5787329706,1.524553045163558
2019,876763.5840599823,938006.7630370841,6.985141729256853
519,1061552.021890478,1086338.8895712197,2.334964954105566
3219,1309922.8541763353,1367324.8118142034,4.382086888159672
4001,1214689.183704473,1293864.9642845006,6.51819260780464
1706,1228517.2072076176,1269478.6855614432,3.334220970899531
1430,1190442.1227402529,1175036.9577259258,1.294070893498478
4286,1271752.4319501128,1384373.919329397,8.855614076286031
4853,1587622.6412385597,1555590.4066733029,2.017622685216142
503,1702090.6352886,1725522.3198958235,1.3766414150589803
2284,440585.029390805,420417.3315860778,4.577481407530567
2750,920540.6539499458,926205.3750641271,0.6153689236726908
2453,1275676.9813869123,1361618.445531479,6.736929912392986
4990,479500.5568108269,618530.588773977,28.994759231948176
2182,1429383.3521743226,1521644.7007650011,6.454625937145144
2281,1814855.154882529,1764155.33081776,2.793601678259043
2701,1877941.9714230741,1928776.8102182355,2.7069440679596464
4247,1416648.2973063753,1388018.0245518018,2.0209866350745833
902,1370699.722372912,1373129.3437919617,0.1772540972608853
3960,569876.7748806281,519156.9494794365,8.900139054064077
1073,1372994.2901084968,1423825.2090269919,3.7021944872384216
3327,942166.50902854,1023659.4961426607,8.649531301865897
4256,1410814.9846924148,1345825.7280934574,4.606504559712079
3401,1371311.6162897868,1373085.5438818606,0.12935991870858127
1476,1069238.4997052513,1171578.1770135364,9.571267526982645
2176,1235747.5115915618,1234286.3444098225,0.11824156375257136
4524,1902814.5267963281,1829043.3345975084,3.8769512824260652
1531,1433542.021277525,1500869.1020574695,4.696554393288373
2472,1015010.5384041036,887502.6672770474,12.562221405852222
2596,893435.1192151045,985311.3274154617,10.283478478109492
2992,1435261.9868170437,1331059.3753167856,7.260180542462945
4661,1031121.814457246,1021031.2812846815,0.9785975847941731
1074,414571.22293662146,455103.7170839524,9.77696760045678
4607,1412806.285764952,1584664.5602371385,12.164319779985645
3678,1560870.2109838454,1577295.8957633367,1.05234148642877
336,1122240.3639845713,1094801.1870792937,2.4450356435098684
2561,1246791.0287114407,1257317.834905467,0.8443119938796573
3018,888866.3945395602,1153157.1143991868,29.733458423358584
3375,1311389.5758279422,1374489.4826804725,4.811682814597056
1043,1236258.07968267,1312244.9296018588,6.14651998381224
4766,1585348.0954852228,1391793.5184962214,12.208963920302985
3005,650939.2066718516,689466.9045684082,5.918785886863776
4576,1282365.4620236778,1500095.933286646,16.978815923455365
4714,1245749.5943833694,1146666.0998502644,7.953724807925798
133,1240754.932046382,1239977.7318046615,0.06263930302809252
1679,773360.6979872095,776509.3279854786,0.40713602416877664
4698,1218200.811508723,1114760.3352557924,8.491249987333473
3550,1388596.243304004,1424133.9040631787,2.559250821147044
658,1376492.9247222256,1503250.416822642,9.20872819785804
245,1118047.9912095168,1194631.2868943387,6.8497324164030955
4912,1107077.912966575,1128731.127926448,1.9558889854328294
3434,963934.0130108644,798919.8642090703,17.11882209513175
4460,994654.4094247869,949442.4264647882,4.545496660105801
4674,1638541.9393635048,1549679.9612358883,5.423234889070651
4851,738411.5217520593,712308.0971410917,3.535078183643582
3570,390948.4499941545,501456.63523151586,28.26668969758383
844,539483.3966111792,490164.9215694424,9.14179664314712
928,1669681.2313844662,1556430.7113074074,6.782762957882311
3539,742645.1459356887,955921.9055658435,28.718528734398262
660,1275208.5770321414,1349565.967845073,5.830998328601849
3046,1140126.1869431834,1251236.285106035,9.745421115249634
1220,864067.0615371757,801720.8006743724,7.215442369934724
4427,834599.9392319452,854766.7788348878,2.4163480794764323
1472,1784260.8487219375,1877433.0863299062,5.221895535885788
1083,864899.4849738175,826245.0373592451,4.469241603923781
3748,903665.2036911576,918687.7516454812,1.6624019485271435
4232,1373022.2444161566,1385936.4152618898,0.9405653038945984
1016,1961715.866692026,1951881.5532915713,0.501311814184276
251,1204372.295219665,1222092.8091532467,1.4713485193836786
1447,1035171.059640798,1106679.6482819524,6.907900677397961
3028,1171989.7178084098,1227334.7715415638,4.722315639137839
3655,705343.2560893283,767301.6362740975,8.784145825436578
1130,1752967.6049068572,1660938.194001576,5.249920799886729
4200,685355.4168064342,650798.3150528083,5.042216185384862
2947,1454126.550991805,1514653.8474002378,4.162450397948471
2133,1603268.2110607368,1446474.6926530283,9.77961873914861
3722,1111284.1605705977,1037814.2654882222,6.611260889802641
2361,970044.6656400692,1029635.2277835091,6.1430740515561695
4382,1688642.6785448364,1650195.8060421785,2.276791472295895
1491,1326481.6746851509,1566742.6165944645,18.112646898521323
2987,1344869.279706492,1435281.0277843787,6.722716433646127
1730,2054897.0092689176,1894414.8712166157,7.809741185491218
3937,581134.9649442481,322169.6087193107,44.561998820666645
1248,2318285.703336616,2292331.4408356724,1.1195454668761784
3050,1511653.454803501,1337033.3995763562,11.551593036900353
3410,774674.0566597179,650630.5922562061,16.012342653937484
1878,1455107.4511125274,1372946.2601249735,5.646400265817906
3318,1144711.1773279298,1167121.0855223807,1.9576910436711008
4538,1204753.0020550108,1409263.7807284459,16.975328413757033
3509,1536992.8656720358,1455624.6977832294,5.2939847481483895
2005,1048302.4087843634,1118677.3058531042,6.713224779321954
1325,1143215.0294731287,1001301.3200651123,12.413562256386701
3355,1011477.61428122,1113346.0834572539,10.071252960790835
2894,1603627.2802189654,1725304.0162642114,7.587594545574943
2258,1123209.854692964,987066.6811192371,12.12090269729182
4410,1448081.2511719759,1336351.8985343305,7.71568256596233
128,497579.4465868728,517283.52065039705,3.959985525665016
4620,1872191.5481572843,1725364.8497693073,7.842504071364494
226,601973.0017397135,708178.7210494019,17.642937308276597
3638,1368106.873217715,1291453.6753634326,5.6028662200927375
232,1558547.577837524,1643250.4357095147,5.434730326905733
3845,1054856.0326670024,1074042.6553829778,1.818885432874254
4937,1283151.8016653536,1238360.6514222887,3.4907132721890064
1976,1386351.1453039348,1428063.4444087762,3.0087831099743987
4516,942397.0664762192,918781.9721771018,2.505853969539427
4779,1336858.5103599608,1324553.784720461,0.9204209379036531
549,1113570.8518884848,1134939.3379174564,1.9189157109072301
2606,1475700.7096609343,1558390.6499778973,5.6034356950307584
2831,776125.597113738,820283.081013055,5.6894765568266665
4765,1158171.72512284,1008171.4315780113,12.951472591762597
3465,852590.3528209794,740360.1034521777,13.163443498681831
4102,781524.1763789405,775407.866538357,0.7826130048749557
2562,1146886.0930541083,1157241.7409598688,0.9029360429494615
1232,864132.0330832003,964645.667749051,11.631745013226817
4600,1414259.7753582913,1484060.2111100843,4.935474865931869
1450,664978.8737768901,864469.3778475742,29.999525088313707
4781,1590336.4170441094,1624730.6040071882,2.162698822366516
1900,1410362.6130922115,1258307.1285955627,10.781304260701306
1216,1167449.9898697315,1115771.4932961683,4.426613304380575
4337,879511.1964474785,877591.7263531601,0.21824282647810608
4127,1782803.8692421229,1685306.038075503,5.468791763844815
386,1448573.8446779854,1325732.2512045684,8.480174754275255
706,879618.3222217519,918198.4051396828,4.38600264947697
2989,1000892.0464043759,1054279.4299814026,5.333980199844382
189,1400104.8707602615,1331031.4463973818,4.93344647286118
35,1199193.8313295112,1275702.6064691031,6.380017403422501
3517,1185743.8241796806,1357617.7970664669,14.495034204010459
2659,1296223.7064925262,1231618.4044648344,4.984116684805005
731,1046442.6344741364,1044107.290525395,0.22316980136374243
2120,1099788.6980318588,1073480.9693733235,2.3920711956410012
2149,1011909.6944313495,1006449.9646108155,0.5395471404789873
4397,1214563.1502187785,1190830.4503369834,1.9540111913917475
1781,1139615.720123558,1053285.2285254295,7.57540371492669
4557,1218264.0208623344,1413407.026084356,16.01812102140978
4432,1520263.7556412728,1464159.2809017892,3.690443485960616
3067,1604207.6842766178,1419786.3248698697,11.496102481887116
4076,752357.2823964689,617886.7238845294,17.87323146306407
1751,1400609.034078121,1298170.15325122,7.3138811998543245
2736,1147908.5287110873,947697.3877016762,17.441384570442672
2714,932380.5503894528,976458.468023649,4.7274600071596184
3396,1474379.4400821466,1353354.5419768807,8.208531319354453
3394,1452736.7869627713,1576726.7100097472,8.534920032293043
1475,1423908.257928105,1520326.4640357005,6.771377690293846
3057,1300303.4071226972,1163996.2257844242,10.482721231954057
2785,737202.457611395,804146.83773092,9.080867735632753
360,1258178.804411881,1191776.7153455382,5.277635327625906
1997,1424994.375415845,1408619.8774949862,1.1490921089481818
86,1177289.88620479,1110916.0818697172,5.6378471532649455
1396,1105990.6937738706,1114272.0583334854,0.748773439617024
236,809089.6719454966,830283.0064399,2.6194048977838285
2951,1383563.5742572048,1536248.9051231672,11.035657031368057
3268,769113.8331681177,720603.4174335464,6.307312863526092
2406,1315568.1643761364,1320397.5341870827,0.36709384900906683
4823,923971.5832050658,995743.7134172549,7.767785451066191
4479,1033155.3294570051,1110057.0100934925,7.443380336324113
4852,1314245.8199973232,1411245.0819785395,7.380602662400998
2917,2142896.5564072616,2207834.054401988,3.0303608356905225
1861,1400268.1424739305,1392738.6600315673,0.5377171852999824
3191,1578737.4363400638,1417798.7220002506,10.19414062371969
2633,1640185.798296818,1565850.9502844084,4.532099234708625
1778,978312.7484191257,1205673.7955498188,23.240119021048248
322,1612717.5530993359,1544856.2336256918,4.20788620693236
1471,616738.2083315281,621779.9167917715,0.8174795062369874
394,1385400.4556730608,1473798.442734043,6.380681246278096
3642,1061208.7061709536,895215.3673300315,15.64191264881893
377,1364363.3753658957,1499439.4238533182,9.900298624711892
2274,1852338.4692459644,1798954.4788658312,2.8819781733445513
4777,891661.6959126607,1044069.3150931667,17.092538557968346
1697,1127873.5774725412,1052784.4563361825,6.657583140180158
1095,1192677.550021043,1118016.5345009207,6.259949767546566
1234,1747244.8633075694,1728036.1047756495,1.099374159587303
1868,1311379.5963119804,1054349.5113935168,19.59997590639008
4260,1203623.8408419904,1361228.3770491243,13.094168697828573
2113,906034.6514455121,1037874.3446331415,14.551285977560447
2667,1070818.731368435,1224608.7880786988,14.361913198299236
3207,1603627.937749694,1478026.4915636946,7.832330881080243
1004,1532845.7231194603,1571637.8439463386,2.530725711125929
2781,1148720.9050037193,1123840.34497194,2.1659360357595987
3236,1063743.4241658195,940753.2636842434,11.562013704387802
1972,944186.159068424,999871.1313683046,5.897668776973161
1314,895845.5654869695,1022987.9905653736,14.19244900869617
3108,1039794.7674478192,1018151.060602562,2.0815364264990266
3484,965136.3385167392,1159622.81358854,20.151191837900914
2867,1307173.871509329,1130623.7289411244,13.506247823355805
4675,1138885.104005277,963715.4984585438,15.380796968077782
2858,1539129.363811181,1440234.863427929,6.425353365903563
23,743999.8191601974,995017.5168018667,33.73894605579473
1964,1438290.8514259474,1566118.477573718,8.887467094784059
1075,1240319.6922110629,1233771.5198570387,0.5279423035162008
1191,1032180.378259136,978837.8050311464,5.167950713997935
2098,1042243.7312719524,1006379.9886714919,3.4410130302911477
2161,1341069.1598099093,1263319.841793919,5.797562150113939
2036,1085101.3240057079,1131841.328485278,4.307432259600138
1111,1027191.0290126377,977289.7747068489,4.858030580130275
3940,990725.6517571051,1103327.4379014103,11.365587026499195
200,828497.0670960692,975973.4917974244,17.800476375645925
4774,1511839.3545906225,1290691.4946180414,14.62773536758895
3185,412269.2033995612,657962.5053066984,59.59535659737778
2349,1641873.966286834,1550031.3314381922,5.59376887230558
1685,1090805.3740171348,1156275.0037632324,6.001953355344322
4625,1805502.3400291663,1567530.3383054864,13.180376255831144
3782,1054606.9845532854,904113.6981617981,14.270082466335445
4422,1194113.6937494338,1273625.8777679242,6.658677849077138
3618,1057838.4934225385,1173294.4572079722,10.914328085366472
3807,1246936.9457814738,1372280.8501758701,10.052144562597869
3281,857934.5477662288,985180.8082576683,14.83169792179901
487,1800685.9224889185,1783578.6672728453,0.9500410372747012
4484,1437755.771785729,1340793.341804083,6.744012570453209
1141,288708.9121479006,393179.13041813346,36.18531118177417
2112,1247289.4901993414,1268104.2289464567,1.668797733859574
2090,594816.9325198851,545136.9118601107,8.352153064861447
4035,542596.9895250229,654414.7100619883,20.607877060808633
695,1892623.5459042157,1917141.427502011,1.2954441812189166
897,1465835.8431777956,1307978.494475876,10.769101426780479
3668,1529281.840119341,1372282.248719771,10.266230022539089
2649,1491538.499250119,1463928.3712559636,1.8511173535270251
107,404976.365896227,470140.78723679297,16.09091957659178
2143,566645.8578321565,612100.8364122971,8.021761379151322
1718,1251688.6157028743,1256689.6855444121,0.3995458438143222
563,866666.0553738795,961418.9177201563,10.933030289896424
684,1279117.9650857162,1392840.945018257,8.890734321358702
3584,1447181.8263121648,1324874.1326863873,8.451439300993204
3510,762130.4622501581,802889.9680827502,5.34810086349933
4573,862376.7533414437,802573.0654100343,6.934751858707767
4816,1551390.3787238726,1578713.3437333545,1.7611921141316433
282,874103.6606065923,761909.5684344526,12.8353303193218
3788,933609.2580703913,917003.2633751514,1.7786878773633343
733,1091479.5601322306,1144204.400178276,4.830584279531341
1265,674657.9106630747,761091.8889678265,12.811526692068547
3298,1632942.3157420263,1488073.3750534607,8.871650841060825
3790,1587357.9464305846,1509333.0140808201,4.915396210742222
4106,1497377.180867295,1493905.5141116427,0.2318498505260689
3204,1292740.4464302254,1274742.6799007459,1.3922181037329324
4498,907462.451202018,867442.3127825665,4.41011508150459
1038,527749.4038647808,589596.6376337949,11.719053269619712
1724,1582605.5351026566,1630066.5969099365,2.9989192350576075
4430,1578087.1391040944,1521462.3958317935,3.5881886284459292
334,1952622.401731699,1794539.678068271,8.095918776883392
3413,1305210.2649595307,1254782.0216037198,3.8636106924407656
1256,1426545.9673390274,1234973.9334489913,13.429082432400014
942,1668670.6558120956,1730543.2459098296,3.7078970545941754
879,1000043.9033467687,1046406.3477576645,4.636040903378166
2960,1121023.4370105471,1269619.7669145623,13.255416880514078
1352,1435981.219914465,1503259.9354395405,4.685208594098679
408,1811377.22137966,1720246.4818067485,5.031019408729263
4764,1742350.9621689606,1684344.769475839,3.329191073015086
2789,843650.8278900945,831366.4639808172,1.4560957570562094
3453,1197069.26419774,1090178.881303755,8.929339854500519
680,1299126.82985549,1252077.9536240348,3.6215768276211175
3781,874755.2932874024,840800.4249874363,3.8816419358105176
1176,1155077.1310055435,1031314.3543416224,10.714676391885652
